camis,dba,boro,zipcode,cuisine,grade
50016133,ROSSOPOMODORO,MANHATTAN,10011,Italian,A
50046663,ACAI BERRY,BROOKLYN,11222,Vegetarian,A
41646202,RICHOL CAFE & BAKERY,BROOKLYN,11216,Bakery,
41646201,120 BAY CAFE,STATEN ISLAND,10301,American,
41441326,KEG AND LANTERN TAVERN,BROOKLYN,11222,Irish,A
41243427,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,10018,American,A
50001132,WANG JIANG RESTAURANT,STATEN ISLAND,10301,Chinese,A
50037421,STEAK AND HOAGIES,MANHATTAN,10029,Chinese,
41704598,DUNKIN' DONUTS,MANHATTAN,10031,Donuts,
41704593,DUNKIN' DONUTS,MANHATTAN,10030,Donuts,A
41531073,LOMA RESTAURANT COFFEE SHOP,BROOKLYN,11206,Spanish,C
50002502,LE REVE,MANHATTAN,10022,Middle Eastern,
50047139,SOTTOCASA PIZZERIA,MANHATTAN,10027,Pizza,
50002504,CASELLA BAGEL COFFEE SHOP,BROOKLYN,11201,American,
50002506,GARDEN COURT CAFE (ASIA SOCIETY),MANHATTAN,10021,Asian,A
50046530,HAPPY FAMILY,BROOKLYN,11213,Chinese,
41718170,THE OVAL SPORTS BAR & LOUNGE,BROOKLYN,11203,Caribbean,A
50046536,PITA GRILL,MANHATTAN,10016,Mediterranean,
50037394,KRAZY CHICKEN & PIZZA,BROOKLYN,11233,Pizza,A
40378212,CUCHIFRITO,MANHATTAN,10029,Mexican,
41122841,LANDMARK TAVERN,MANHATTAN,10036,Irish,B
41461165,NEW BRISAS LATINAS BAKERY RESTAURANT,QUEENS,11420,Spanish,
41020466,FORTY CARROTS,MANHATTAN,10012,Cafe/Coffee/Tea,
41519334,ICE CREAM CENTER & CAFE,BROOKLYN,11219,Jewish/Kosher,A
50007363,BABA COOL,BROOKLYN,11217,American,
50007366,The Roost,MANHATTAN,10009,Cafe/Coffee/Tea,
50044978,EVENT LEVEL CLUB (DELTA SKY 360 BAR),MANHATTAN,10121,American,A
50044976,FRESH FROM HELL,MANHATTAN,10036,"Juice, Smoothies, Fruit Salads",
50044975,LENWICH,MANHATTAN,10024,Sandwiches,A
50044974,ANGELS OF THE WORLD,QUEENS,11354,American,
50044972,FLASH FACTORY,MANHATTAN,10001,American,Not Yet Graded
41432668,APPLEBEE'S,BRONX,10458,American,A
50071775,"66S FUSION, INC.",BROOKLYN,11205,Asian,Not Yet Graded
40674404,MARKET RESTAURANT (C-D BLOCK),BRONX,10474,American,
40401841,VILLAGE PIZZA,MANHATTAN,10014,Pizza,A
50055139,TIGER BOX,BROOKLYN,11205,Korean,
41437526,NELLO,MANHATTAN,10065,Italian,A
41437528,BENNY'S BRICK OVEN,BROOKLYN,11230,Jewish/Kosher,
50055132,BURGER INC,MANHATTAN,10014,American,
50052986,SEMSOM,MANHATTAN,10019,Mediterranean,A
41097180,NINJA RESTAURANT,MANHATTAN,10013,Japanese,
50067032,DEATH AVENUE,MANHATTAN,10001,Pizza,A
41504479,LEVAIN BAKERY,MANHATTAN,10026,Bakery,A
41626893,OAK & IRON,BROOKLYN,11222,Armenian,A
41532039,AUNTIE ANNE'S PRETZELS,MANHATTAN,10036,Hotdogs/Pretzels,A
41336125,GRAND 1 BAKERY,MANHATTAN,10002,Bakery,
41162842,A&A GOURMET,QUEENS,11366,Jewish/Kosher,A
41350559,"BURGER KING, POPEYES LOUISIANA KITCHEN",BRONX,10462,Hamburgers,A
41205634,CLASSIC KOSHER CATERING,BROOKLYN,11210,Jewish/Kosher,A
50068211,AVALON HOTEL,MANHATTAN,10016,American,A
41613545,NEW GOLDEN HOUSE,BROOKLYN,11206,"Bottled beverages, including water, sodas, juices, etc.",A
50068214,RADIANCE RESTAURANT,BROOKLYN,11226,Caribbean,A
50068217,Davry Kosher Sports Bar,BROOKLYN,11223,Jewish/Kosher,Not Yet Graded
50000832,AMC THEATRES,MANHATTAN,10001,American,A
50017047,JUST SALAD,MANHATTAN,10023,Salads,A
41466300,URBAN VINTAGE,BROOKLYN,11238,American,A
41692734,RICHARD'S DINER,BROOKLYN,11236,Caribbean,
41343720,LA MINITA RESTAURANT,MANHATTAN,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41242462,BEACH BAR,BROOKLYN,11229,American,A
41279957,LELABAR,MANHATTAN,10014,American,A
50018098,EDEN WOK,MANHATTAN,10016,Jewish/Kosher,B
40661616,SESSION 73,MANHATTAN,10021,American,B
41381813,SUSHI TIME,QUEENS,11375,Japanese,A
41714881,PATRIZIA'S OF WOODLAWN,BRONX,10470,Italian,
50033893,MUKTIE RESTAURANT,BRONX,10451,American,A
50033890,DOUGH,MANHATTAN,10036,Donuts,A
41436344,KIM'S ISLAND CHINESE RESTAURANT,STATEN ISLAND,10307,Chinese,A
41436340,PANDA HOUSE,MANHATTAN,10040,Chinese,A
50070344,CHINA GOURMET,QUEENS,11422,Other,Z
50070340,OMG JUICE BAR & GRILL,STATEN ISLAND,10310,"Juice, Smoothies, Fruit Salads",A
41717500,JOE'S PIZZA,MANHATTAN,10003,Pizza,A
50072850,SALAD BOX USA,MANHATTAN,10007,Salads,A
50072853,VILLAGGIO,QUEENS,11357,Italian,A
50072852,DIY KARAOKE,QUEENS,11354,Asian,A
50072858,BETTER GOURMET HEALTH KITCHEN,STATEN ISLAND,10312,Other,
50053268,RUBIN MUSEUM-GABRIEL VEGA,MANHATTAN,10011,American,A
41260669,MATTEO'S OF HOWARD BEACH,QUEENS,11414,Italian,
41565257,PHYSICAL GRAFFITI,MANHATTAN,10009,Cafe/Coffee/Tea,
50005277,PIZZA VINO,QUEENS,11430,Pizza/Italian,
41235694,STATEN ISLAND DINER,STATEN ISLAND,10314,American,
40881083,MCDONALD'S,QUEENS,11004,Hamburgers,A
41417339,KAME RAMEN,MANHATTAN,10016,Japanese,
40881088,SODA BAR,BROOKLYN,11238,American,C
41271039,LAST STOP GOURMET SHOP,QUEENS,11694,American,A
41271036,CHIPOTLE MEXICAN GRILL,MANHATTAN,10025,Mexican,
41668282,ROSEMARY'S,MANHATTAN,10011,Italian,
41234254,TREE,MANHATTAN,10009,French,A
41464273,NO. 1 CHINA GARDEN KITCHEN,BRONX,10452,Chinese,A
41005152,CAFE K,MANHATTAN,10017,Jewish/Kosher,A
41220121,LA ANTIOQUENA BAKERY # 1,QUEENS,11373,Bakery,
41652004,ERICA'S SPANISH CUISINE,QUEENS,11432,Spanish,
50032851,HAPPY ENDING,MANHATTAN,10002,French,
50032853,VINNY'S LUNCHBOX,BROOKLYN,11223,American,
50032852,DAILY BAGEL,MANHATTAN,10065,American,
50032855,SWEET TOOTH  & CATERING,BROOKLYN,11221,American,
41305701,2 IN 1 RESTAURANT,BROOKLYN,11234,Chinese,A
41348973,APPLEBEE'S,STATEN ISLAND,10314,American,A
41216157,MAPI,MANHATTAN,10011,American,B
50073066,KINGSTON 12 CARIBBEAN RESTAURANT,BROOKLYN,11217,Caribbean,Not Yet Graded
50073062,SLICED BY HARLEM PIZZA CO.,MANHATTAN,10027,Other,
50073061,JIMMY'S RESTAURANT,QUEENS,11355,Chinese,A
41452752,NAYA EXPRESS,MANHATTAN,10017,Mediterranean,A
41651670,CUPIDO'S RESTAURANT,BROOKLYN,11207,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41660639,CAFETAL SOCIAL CLUB/ CHACHIS,MANHATTAN,10012,American,B
41172507,CARVE UNIQUE SANDWICHES,MANHATTAN,10036,Sandwiches,A
41664706,DELICIAS PIZZA AND CHICKEN,QUEENS,11355,Pizza,
41664704,THE COCK & BULL,MANHATTAN,10036,English,A
50041912,NEW ONE CHINESE RESTAURANT,BROOKLYN,11219,Chinese,
50043205,SURFISH BISTRO,BROOKLYN,11215,Peruvian,A
50015151,MIRADOR RESTAURANT,BRONX,10468,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50043207,HARTLEY'S,BROOKLYN,11238,American,A
50043201,ZIO LUIGI,QUEENS,11104,Italian,A
50015155,LUCKY 13 SALOON,BROOKLYN,11217,American,
50015159,AKAMI SUSHI,MANHATTAN,10128,Japanese,
50043208,BLUE TIJUANA,QUEENS,11356,Mexican,A
41606966,PEKING,BRONX,10457,Chinese,A
41272820,SUBWAY,MANHATTAN,10028,Sandwiches,A
50054661,CINCO DE MAYO RESTAURANT,BROOKLYN,11218,Mexican,A
50015482,WING HING CHINESE CUISINE,BROOKLYN,11229,Chinese,
50015486,THE IZAKAYA,MANHATTAN,10003,Japanese,A
50037988,BANH MI PLACE,BROOKLYN,11238,Vietnamese/Cambodian/Malaysia,
41348028,STOP AT THE STOP SWEET POT RESTAURANT & COCKTAIL,BRONX,10466,Caribbean,A
50037983,VAPOR LOUNGE AND RESTAURANT,MANHATTAN,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50037985,PICK AND EAT 2,MANHATTAN,10034,American,
40566783,GRAND MORELOS DINER & BAKERY,BROOKLYN,11211,Mexican,A
40922569,METRO BURGER,QUEENS,11369,American,
41569128,SUBWAY,MANHATTAN,10034,Sandwiches,A
40922565,SORRENTINE,QUEENS,11369,American,A
41006719,SQUARE DINER,MANHATTAN,10013,American,B
41428965,IGGY'S PIZZERIA,MANHATTAN,10003,Pizza,
50073931,KUSHIAGE26,MANHATTAN,10017,Other,
50073930,NEBULA BAR & KITCHEN,MANHATTAN,10040,Other,
50073933,LHASALINGFEN,QUEENS,11373,Other,
50073936,BURGER KING,BRONX,10452,Other,
50067735,JOEY PEPPERONI PIZZA,MANHATTAN,10013,Pizza,
40383147,IL TOSCANO RISTORANTE,QUEENS,11363,Italian,
50014686,JONGRO BBQ,MANHATTAN,10001,Korean,B
50014682,LONGHORN STEAKHOUSE,QUEENS,11373,Steak,
50072081,PRET A MANGER (USA) LIMITED,MANHATTAN,10022,Sandwiches/Salads/Mixed Buffet,Not Yet Graded
41591999,KITCHEN,BROOKLYN,11231,Eastern European,A
41696287,CHOP'T,MANHATTAN,10017,American,
41719348,GOLF MANHATTAN,MANHATTAN,10018,American,A
50060854,BARROW STREET THEATRE,MANHATTAN,10014,Other,
41665945,BARCEY'S COFFEE,BROOKLYN,11237,Cafe/Coffee/Tea,A
50064230,PUPUSERIA SALVADORENA,BRONX,10472,Spanish,A
50014351,TRELAWNI PLACE,BROOKLYN,11203,American,A
50064236,BUNSMITH/DAIGO HAND ROLL BAR  (DEKALB MARKET),BROOKLYN,11201,Japanese,A
50064235,ESPRESSO MATTO,MANHATTAN,10011,Cafe/Coffee/Tea,B
50041471,KENNEDY FRIED CHICKEN,BRONX,10458,Chicken,A
41469945,EL GRAN CANARIO RESTAURANT,BROOKLYN,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
40513059,LOS ANGELES BAKERY,BROOKLYN,11206,Bakery,
50018473,PRESTIGE,QUEENS,11374,Jewish/Kosher,
50018479,DUNKIN' DONUTS,BROOKLYN,11239,Donuts,A
41721432,EL DIABLITO TAQUERIA,MANHATTAN,10003,Mexican,A
41255436,EL PORTON BAR & RESTAURANT,MANHATTAN,10027,Mexican,A
41641577,EL CASTILLO BAR RESTAURANT,BROOKLYN,11237,Spanish,A
50071576,RICHARD'S HALL AND LOUNGE,BROOKLYN,11236,Other,
40365789,PATSY'S ITALIAN RESTAURANT,MANHATTAN,10019,Italian,
50071573,SIMPLY HOOKED,MANHATTAN,10014,Other,
50071572,BROOKLYN ROASTING COMPANY LLC,BROOKLYN,11249,Cafe/Coffee/Tea,Not Yet Graded
40365784,GARGIULO'S RESTAURANT,BROOKLYN,11224,Italian,
41449335,SUBWAY,BROOKLYN,11207,Sandwiches,
40993542,CAFE 28,MANHATTAN,10016,American,A
41580502,FLORIDITA RESTAURANT UPTOWN 2 INC,MANHATTAN,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41647939,INTERMEZZO,MANHATTAN,10011,Italian,
41614704,HUNTER COLLEGE FOOD COURT,MANHATTAN,10065,American,A
50065549,KANTU PERUVIAN CUISINE,QUEENS,11379,Peruvian,A
50033668,BROOKLYN ROASTING WORKS,MANHATTAN,10010,Cafe/Coffee/Tea,A
50054205,BAKER HOUSE MARKET,QUEENS,11101,Korean,
41699269,WATERMARK BAR,MANHATTAN,10038,American,A
40568964,BONA PIZZA,BRONX,10455,Pizza/Italian,B
50033660,RUSTY'S FLAVOR,MANHATTAN,10030,Caribbean,
50033662,DON CHINGON,BROOKLYN,11217,Mexican,A
50054207,RAINBOW UMBRELLA,MANHATTAN,10007,American,
50038194,FIRST CHOICE RESTAURANT,MANHATTAN,10032,Chinese,
50003617,PI PIZZERIA,STATEN ISLAND,10314,Pizza,B
50003614,FIVE GUYS FAMOUS BURGERS AND FRIES,BROOKLYN,11201,Hamburgers,A
41338470,SZECHUAN GARDEN RESTAURANT,BROOKLYN,11209,Chinese,A
50074719,,QUEENS,11373,Other,
41606108,SUBWAY,BROOKLYN,11203,American,A
40911185,PAESANO'S PIZZA,STATEN ISLAND,10314,Pizza,
41144024,RIDGEWAY DINER,MANHATTAN,10010,American,
41396994,TEAL,QUEENS,11105,Middle Eastern,
50070624,PARK SLOPE ALE HOUSE,BROOKLYN,11215,American,A
50070626,LILLO,BROOKLYN,11201,Italian,
50016448,SOHO CAFE & GRILL,BROOKLYN,11209,American,A
50016449,GOLDEN WOK RC INC,QUEENS,11104,Chinese,A
50016444,SHAARE ZION CATERERS,BROOKLYN,11223,Jewish/Kosher,B
50012358,MACARON CAFE,MANHATTAN,10013,French,
41548567,VIDA ENERJETICA HERBALIFE,QUEENS,11102,Other,A
41017839,BIG EASY CAJUN,QUEENS,11373,Cajun,A
50012356,TEXAS CHICKEN & BURGERS,MANHATTAN,10029,Chicken,
50012357,ASTORIA COFFEE,QUEENS,11102,Cafe/Coffee/Tea,A
50012352,SUSHI FUSSION,QUEENS,11375,Jewish/Kosher,A
50012353,JAVA DAY,QUEENS,11358,Bagels/Pretzels,A
50036832,THE LIGHTHOUSE,BROOKLYN,11201,American,
50036835,JENNY COFFEE SHOP,BRONX,10456,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41306113,HONG KONG KITCHEN,QUEENS,11106,Chinese,
40692120,NEW ROMA PIZZA,MANHATTAN,10002,Pizza,B
50071098,GARDEN CHINESE RESTAURANT,BROOKLYN,11223,Chinese,
40392886,AZURI CAFE,MANHATTAN,10019,Jewish/Kosher,
50050860,SALLY'S,BROOKLYN,11236,Caribbean,
41603054,AMICI II,MANHATTAN,10013,Italian,Z
41704864,RAINBOW CHINESE RESTAURANT,QUEENS,11377,Chinese,
50050863,WASHINGTON AVENUE CAFE,BROOKLYN,11238,Cafe/Coffee/Tea,B
50050864,THE TRUSTEES OF COLUMBIA UNIVERSITY,MANHATTAN,10034,Hotdogs,A
50034477,INSOMNIA COOKIES,MANHATTAN,10002,Bakery,A
41067651,BOUNCE,MANHATTAN,10010,American,
41704868,TABU,MANHATTAN,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50058758,GOURMAND,QUEENS,11106,Delicatessen,
41069969,ANGELO'S PIZZA,QUEENS,11368,Pizza,A
41183948,JALOPY,BROOKLYN,11231,Cafe/Coffee/Tea,A
41390298,MCDONALD'S,BROOKLYN,11224,Hamburgers,A
41637387,SUSHI YASU,QUEENS,11375,Japanese,A
41256007,EVA'S RESTAURANT,MANHATTAN,10011,American,A
50047973,TAKOYAKI BAR/TOTTO RAMEN,MANHATTAN,10019,Japanese,A
50047976,JENIVIEVE'S JERK ROTISSERIE,QUEENS,11428,Caribbean,
50047974,CASA TOSCANA,MANHATTAN,10019,Italian,
50047978,EAST HARLEM BOTTLING CO,MANHATTAN,10029,American,
41110462,J & R PIZZERIA NO. 2,STATEN ISLAND,10305,Pizza/Italian,A
40572406,SHAMROCK INN,BRONX,10461,Irish,A
41495887,REVIVE (NORTH CONCOURSE) GATE 25,QUEENS,11430,American,A
41390129,SARABETH,MANHATTAN,10018,American,A
50039749,DIM SUM BAR,BROOKLYN,11249,Chinese,A
41197540,DJERDAN,BROOKLYN,11204,Mediterranean,A
50039742,BK EXPRESS,BROOKLYN,11201,Asian,A
41313857,FOUR SEASONS JAMAICAN RESTAURANT & BAKERY,BROOKLYN,11225,Caribbean,
50010848,PIZZA ITALIA,MANHATTAN,10011,Pizza/Italian,
50067780,TAIWAN CUISINE,QUEENS,11373,Chinese,
50067786,PAPA JOHN'S,BROOKLYN,11208,Pizza/Italian,A
41241377,PERI ELA,MANHATTAN,10128,Mediterranean,A
41403291,ARDESIA,MANHATTAN,10019,American,A
41249587,"D'ANGELO'S PIZZA, PANCHO'S MEXICAN RESTAURANT",BRONX,10472,Mexican,A
41385043,TERRACE CLUB,MANHATTAN,10019,American,
50050642,CUZCO PERUVIAN  RESTAURANT,STATEN ISLAND,10310,Peruvian,A
50044403,HONG KONG DIM SUN,BROOKLYN,11220,Chinese,
50044402,FORTUNE,QUEENS,11366,Jewish/Kosher,A
50044401,PORTABLE CHEF,MANHATTAN,10035,American,A
50044405,RED RYDER BROOKLYN,BROOKLYN,11206,American,
40928943,BAKU PALACE,BROOKLYN,11235,Russian,A
50051092,LEE LEE,MANHATTAN,10026,Bakery,
50060784,TING HUA CHINESE RESTAURANT,BROOKLYN,11231,Chinese,
50050643,NO BULL,BROOKLYN,11237,Other,
50060781,KUMA NYC,BROOKLYN,11237,Japanese,A
41025191,MCDONALD'S,BRONX,10472,Hamburgers,B
41670551,KIM HUA,BRONX,10451,Chinese,
40839319,STAND # 210,BROOKLYN,11224,American,A
41326368,EET,MANHATTAN,10013,American,
50060255,NANCY RESTAURANT,BROOKLYN,11208,Spanish,
50054576,BURGER KING,MANHATTAN,10018,American,A
50054574,SUBWAY RESTAURANT,BRONX,10471,Sandwiches,A
50054575,MAMABLAZE,BROOKLYN,11203,Caribbean,A
50054578,THE TWENTY BAR,BROOKLYN,11211,American,A
41348986,LA CUCINA MEXICAN GRILL AND CANTINA BAR,BROOKLYN,11220,Mexican,
50060258,HOLE IN THE WALL,MANHATTAN,10038,American,A
50058606,RED MANGO,QUEENS,11103,"Ice Cream, Gelato, Yogurt, Ices",A
41159801,BUDDAKAN,MANHATTAN,10011,Asian,A
41676211,TURKISH EXPRESS,BROOKLYN,11230,Turkish,A
41595314,PITA GRILL,MANHATTAN,10022,Jewish/Kosher,A
40701525,"SKADDEN ARPS, SLATE",MANHATTAN,10036,American,A
40401316,PELHAM BAY DINER,BRONX,10469,American,
41702710,BENARES,MANHATTAN,10007,Indian,
41702711,CHIPOTLE MEXICAN GRILL,BROOKLYN,11201,Mexican,A
50042809,YURI SUSHI,MANHATTAN,10036,Japanese,
41538666,PICCOLO CAFE,MANHATTAN,10018,Cafe/Coffee/Tea,
40381811,DUFFY'S,STATEN ISLAND,10310,American,A
40639085,JEAN DANET FRENCH PASTRY,BROOKLYN,11209,Bakery,
50042800,HIGH STREET ON HUDSON,MANHATTAN,10014,American,
50042803,GREGORYS COFFEE,MANHATTAN,10001,Cafe/Coffee/Tea,A
50042802,CHIHUAHUA,QUEENS,11104,Mexican,A
50042805,ITALIANA CREMOSA PIZZERIA & RESTAURANT,QUEENS,11419,Italian,A
50042806,24 HOUR FITNESS CLUB,BRONX,10463,"Juice, Smoothies, Fruit Salads",A
41534329,THE LIBRARY/OUT TAKES QUICK CUISINE,BRONX,10465,American,A
50063209,ICON,QUEENS,11106,Other,Not Yet Graded
40644352,SOLAS,MANHATTAN,10003,American,A
50045462,GOODAS BAR & LOUNGE,BROOKLYN,11212,Caribbean,
50045463,SUN SHINE SEAFOOD RESTAURANT,MANHATTAN,10002,Chinese,A
50045467,KOHARU JAPANESE RESTAURANT,BROOKLYN,11211,Japanese,A
41477498,SWEET SWEET SUE'S,STATEN ISLAND,10312,American,A
41571613,BANTER,QUEENS,11375,Irish,A
41477496,ROZAFA LOUNGE,BROOKLYN,11223,Pizza,A
50050051,SUNSET BEER AND WINE LOUNBGE,BROOKLYN,11220,American,Not Yet Graded
50057002,DRINK,MANHATTAN,10036,Cafe/Coffee/Tea,
50057001,BED-STUY FISHFRY,BROOKLYN,11225,Soul Food,A
40390241,PAPAZZIO RESTAURANT,QUEENS,11361,Italian,
50057007,BROOKLYN BALL FACTORY,MANHATTAN,10036,Japanese,A
50057006,ARTICHOKE BASILLE'S PIZZA,BROOKLYN,11237,Pizza,
50057005,SHU HAN JU RESTAURANT II,MANHATTAN,10003,Chinese,
40399996,VILLA MONTE PIZZERIA,STATEN ISLAND,10312,Italian,
50071324,SWEET U CANDIES,STATEN ISLAND,10314,Other,A
41679544,PROSPECT,BROOKLYN,11215,American,A
41634744,JAMAICAN FLAVORS,QUEENS,11432,Caribbean,A
50002769,CHOZA TAQUERIA,MANHATTAN,10016,Mexican,A
41396382,EL CONQUISTADOR RESTAURANT,QUEENS,11377,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50055715,SALUGGI'S,MANHATTAN,10002,Italian,A
41555969,CHUCK E. CHEESE'S,QUEENS,11354,American,
41549333,SATI'S ROTI SHOP,QUEENS,11420,Caribbean,
50002205,Park Central Hotel Kitchen,MANHATTAN,10019,American,A
50002204,MYWAYCUP COFFEE,MANHATTAN,10010,Cafe/Coffee/Tea,A
50002203,SUBWAY,MANHATTAN,10031,Sandwiches/Salads/Mixed Buffet,
50002202,BEA,MANHATTAN,10036,American,B
50017188,QED,QUEENS,11105,Cafe/Coffee/Tea,A
41471899,MING XING BBQ RESTAURANT,QUEENS,11354,Chinese,
41573619,DUNKIN' DONUTS,BROOKLYN,11229,American,A
50017187,SUBWAY,QUEENS,11435,Sandwiches,
50017184,GETTING HUNGRY,MANHATTAN,10014,Delicatessen,
50017185,OASIS JIMMA JUICE BAR,MANHATTAN,10027,"Juice, Smoothies, Fruit Salads",A
50017182,ICOOK BUFFET,QUEENS,11355,Korean,A
50002209,NEW TOPPS BAKERY & RESTAURANT,BROOKLYN,11236,Bakery,
41576068,PARKSIDE PUB,QUEENS,11357,American,A
41044592,AWASH ETHIOPIAN RESTAURANT,MANHATTAN,10003,Ethiopian,
50011926,BLACK IRON BURGER,MANHATTAN,10018,Hamburgers,
50011925,AMIGOS RESTAURANT,BRONX,10457,Spanish,A
50002763,INAKA,BROOKLYN,11209,Asian,A
41463979,NATURAL TOFU & NOODLES RESTAURANT (BOOK CHANG DONG),QUEENS,11104,Korean,
50017455,NEST RESTAURANT & BAR,QUEENS,11419,Caribbean,
50017456,SAPORE GOURMET,BRONX,10461,Italian,
50053656,HUA LONG,BROOKLYN,11217,Chinese,
50053654,MR MCKAY'S MORE THAN SALADS,BROOKLYN,11203,American,
50053659,JUICY SPOT,MANHATTAN,10013,"Ice Cream, Gelato, Yogurt, Ices",
50042118,VIV RESTAURANT,MANHATTAN,10019,Thai,
50042114,BLUE,MANHATTAN,10019,Mediterranean,A
41664549,FRANNIE'S YOART,MANHATTAN,10019,"Ice Cream, Gelato, Yogurt, Ices",
41619084,PAPADAM,MANHATTAN,10021,Indian,A
41581902,YAMADA JAPANESE RESTAURANT,BRONX,10465,Japanese,
41581905,LE CHEILE,MANHATTAN,10033,Irish,A
41242943,PIG 'N' WHISTLE,MANHATTAN,10036,Irish,A
50051878,MY DREAM RESTAURANT & LOUNGE,BRONX,10469,Caribbean,
50051879,AUTTHAROS,QUEENS,11372,Thai,
50043445,VICTORY CAFE (Armory Track),MANHATTAN,10032,American,A
41705878,MARSH & MCLENNAN CAFETERIA,MANHATTAN,10036,American,A
50003553,RANCHO TEQUILERIA,MANHATTAN,10019,Mexican,
50051875,CHEERS CUT,QUEENS,11354,Chicken,
50003556,EASTERN RESTAURANT,BROOKLYN,11236,Chinese,A
50051877,TEXAS CHICKEN & BURGERS,BRONX,10459,Chicken,A
50047568,THE FAT MONK,MANHATTAN,10025,American,Not Yet Graded
40692209,DUNKIN' DONUTS,QUEENS,11375,Donuts,A
50047560,THE HUB,MANHATTAN,10121,American,A
50047565,CHUNG WAH,BROOKLYN,11207,Chinese,A
40571128,THE HEIGHTS BAR & GRILL,MANHATTAN,10025,Tex-Mex,B
50056069,WAHIZZA,MANHATTAN,10040,Pizza,A
40378534,PORT O' CALLS,QUEENS,11421,American,A
41135793,MARTINIQUE CAFE,MANHATTAN,10001,American,
50056067,HAROLD'S MEAT & THREE,MANHATTAN,10013,American,A
41090082,THE POUR HOUSE OF BAYRIDGE,BROOKLYN,11209,American,
50056065,Bar 180,MANHATTAN,10033,American,A
41494911,NAPOLI PIZZA,STATEN ISLAND,10301,Pizza,B
50043998,QUEENS LIC FRESH KITCHEN,QUEENS,11101,American,A
50043999,Cresent Kitchen,QUEENS,11102,Greek,
41149575,BRASSERIE RUHLMANN,MANHATTAN,10111,French,A
41576935,RED FARM/DECOY,MANHATTAN,10014,Chinese,
50052523,SOMETHING  SWEET,QUEENS,11101,"Ice Cream, Gelato, Yogurt, Ices",A
41444789,ROBERTO'S,BRONX,10458,Italian,A
50047697,LENNY'S PIZZA,QUEENS,11104,Pizza,A
41345068,MIRRORS ON GRAND,BROOKLYN,11238,American,
41259249,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,10029,Donuts,A
50047691,DUETSCHE BANK,MANHATTAN,10154,Cafe/Coffee/Tea,A
50047690,KIRSH BAKERY AND KITCHEN,MANHATTAN,10024,American,
40871769,SODEXO,MANHATTAN,10153,American,
41611674,SERVICE BAR 3,QUEENS,11420,American,A
41611678,FIRST SERVICE BAR,QUEENS,11420,"Bottled beverages, including water, sodas, juices, etc.",A
41318801,BUGIS STREET,MANHATTAN,10036,American,B
41187602,INDIGO INDIAN BISTRO,MANHATTAN,10023,Indian,A
41712257,EURO CAFE,QUEENS,11430,American,A
50072080,"FREEHAND NEW YORK - CELLAR KITCHEN, 1ST FLOOR SIMON & THE WHALE, ROOF TOP BROKEN SHAKER",MANHATTAN,10010,American,
50005893,LA ABUNDANCIA,QUEENS,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B
50005892,KENNEDY FRIED CHICKEN,BRONX,10475,Chicken,
50005897,TI AMO PIZZA,STATEN ISLAND,10314,Pizza,
41331535,LA PARRANDA MEXICANA BAR & RESTAURANT,BROOKLYN,11214,"Bottled beverages, including water, sodas, juices, etc.",
50050184,SWEETGREEN,MANHATTAN,10028,Salads,A
41713782,STUMPTOWN COFFEE ROASTERS,MANHATTAN,10011,Cafe/Coffee/Tea,
41661062,PERCY'S PIZZA,MANHATTAN,10012,Pizza,
41693343,STARBUCKS,BROOKLYN,11217,Cafe/Coffee/Tea,A
50057825,SILVER'S CRUST,BROOKLYN,11203,Caribbean,A
50057824,SERAFINA LUDLOW,MANHATTAN,10002,Italian,
41232578,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,10471,American,A
50057826,CACHAPAS Y MAS,QUEENS,11385,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50049346,CHIRPING CHICKEN,MANHATTAN,10028,Chicken,A
50049340,SWEETS & TREATS,BROOKLYN,11216,"Ice Cream, Gelato, Yogurt, Ices",
41466809,DINA RATA AT ANDAZ HOTEL,MANHATTAN,10005,American,A
50041593,TILDA,BROOKLYN,11238,American,A
50041590,BOSTON MARKET,BRONX,10455,American,A
40931855,FADA,BROOKLYN,11211,American,
50041594,DELICIAS CALENAS,QUEENS,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50000113,TU CACHAPA,MANHATTAN,10033,Spanish,
50000116,HILL AND DALE,MANHATTAN,10002,American,A
50045873,THE PEARL ROOM,BROOKLYN,11209,Seafood,A
50045872,PINA DULCE RESTAURANT,BROOKLYN,11219,Spanish,
41627484,BAGEL EXPRESS,MANHATTAN,10016,Bagels/Pretzels,A
50071778,"66S FUSION, INC.",BROOKLYN,11205,Asian,A
